872.203433	877.203433	5	-4.542034362568994e-2
1112.215441	1117.215441	5	-7.905188730895797e-2
1626.441437	1631.441437	5	9.49633834173352e-3
1866.508441	1871.508441	5	8.927505470096951e-2
2106.557443	2111.557443	5	-8.653752396035418e-2
2346.602439	2351.602439	5	4.906576407353063e-2
2630.572444	2635.572444	5	7.661038648258206e-2
2769.347444	2774.347444	5	5.907788250108201e-2
3015.717207	3020.717207	5	-5.035073343905405e-2
3255.802441	3260.802441	5	-6.251500101352926e-2
3495.860452	3500.860452	5	2.193351085808443e-2
3735.917189	3740.917189	5	-3.246273976575182e-2
3975.883192	3980.883192	5	3.796391646330336e-2
4215.925444	4220.925444	5	3.040126534886688e-2
4455.959449	4460.959449	5	2.277145353676087e-2
4695.996444	4700.996444	5	4.108018848138866e-2
4936.068468	4941.068468	5	8.976987285766982e-3
5176.124442	5181.124442	5	-9.481784438128069e-2
5416.099447	5421.099447	5	3.854984343949469e-2
5656.163444	5661.163444	5	5.540306215533127e-4
5896.219436	5901.219436	5	2.9859935964890744e-2
6136.274206	6141.274206	5	-6.138968855640611e-2
6376.239445	6381.239445	5	-9.211552010199883e-2
6616.276443	6621.276443	5	3.722585128555676e-2
6856.312465	6861.312465	5	-8.572114088705768e-2
7096.393188	7101.393188	5	6.898635748517383e-2
7336.377437	7341.377437	5	3.575809570861936e-2
7576.434443	7581.434443	5	9.577253044018814e-2
7816.476435	7821.476435	5	1.4420564895128033e-2
8056.553188	8061.553188	5	3.205836308935154e-2
8296.528447	8301.528447	5	-6.582397857350857e-2
8536.600453	8541.600453	5	-1.3974083404516356e-2
8776.569205	8781.569205	5	-6.932299925697107e-2
9016.651441	9021.651441	5	-1.596668633072793e-2
9256.713441	9261.713441	5	-7.470080123159588e-2
9496.687434	9501.687434	5	-5.751176058722469e-2
9736.762442	9741.762442	5	-8.218521170369006e-2
9976.817438	9981.817438	5	8.444284142098457e-2
10216.872188	10221.872188	5	5.639783964874173e-2
10456.859441	10461.859441	5	5.183573068395158e-2
10696.894439	10701.894439	5	-8.336172357279849e-2
10936.935438	10941.935438	5	2.2475788281875617e-2
11177.010188	11182.010188	5	2.7898987482278374e-2
11416.980454	11421.980454	5	5.217914573200493e-2
11657.05944	11662.05944	5	2.862786758426295e-2
11897.107437	11902.107437	5	8.112937903058003e-2
12137.08144	12142.08144	5	-8.661689723064586e-2
12377.145445	12382.145445	5	9.41207303419059e-2
12617.216188	12622.216188	5	8.32503154602019e-2
12857.183438	12862.183438	5	-5.750857080740589e-2
13097.238444	13102.238444	5	1.3083245701408772e-2
13337.273443	13342.273443	5	8.948183899966112e-3
13577.300447	13582.300447	5	7.019754216778036e-2
13817.340453	13822.340453	5	9.12150959696656e-2
14057.391434	14062.391434	5	-3.1680486172363277e-3
14297.437426	14302.437426	5	-2.471738956512823e-2
14537.405202	14542.405202	5	7.835465522444683e-2
14777.463439	14782.463439	5	-8.664001498525964e-2
15017.503447	15022.503447	5	-5.2478750714212374e-2
15257.566438	15262.566438	5	-9.806016443717765e-2
15497.555189	15502.555189	5	2.8550082358659735e-3
15737.598438	15742.598438	5	8.76269866916414e-3
15977.644442	15982.644442	5	-4.9358725326452114e-2
16217.704436	16222.704436	5	6.495117425568198e-2
69033.966443	69038.966443	5	-5.437458601183598e-2
69273.976441	69278.976441	5	3.571204194699229e-2
70754.930101	70759.930101	5	-4.940058492342956e-2
70994.916961	70999.916961	5	7.287534868178781e-2
71234.959725	71239.959725	5	5.549544595542724e-2
71475.029842	71480.029842	5	-6.120402046041658e-2
71715.104448	71720.104448	5	3.8919100779788364e-2
71955.065752	71960.065752	5	9.117509911097008e-2
72195.136762	72200.136762	5	9.638370389500255e-3
72435.181113	72440.181113	5	-3.1554644934729363e-3
72675.168833	72680.168833	5	-8.927759474359398e-2
