72915.235212	72920.235212	5	4.284993788293795e-2
73155.307268	73160.307268	5	-6.2145828982383446e-2
73395.296986	73400.296986	5	-7.185775932666329e-2
73635.364013	73640.364013	5	1.27229708742171e-2
73875.410405	73880.410405	5	-7.712537578240163e-2
74115.465231	74120.465231	5	-6.980136611261438e-2
74355.426218	74360.426218	5	4.609881887354395e-2
74595.483965	74600.483965	5	-9.766671231427854e-2
74835.481908	74840.481908	5	6.2435203944899896e-2
75075.522032	75080.522032	5	6.518887916234995e-3
75315.569172	75320.569172	5	-8.189132555431951e-2
75555.614664	75560.614664	5	6.278486518719813e-2
75795.670694	75800.670694	5	-6.923219190659751e-3
76035.719792	76040.719792	5	2.173765488475041e-2
76275.681814	76280.681814	5	-9.506327214070208e-2
76515.723521	76520.723521	5	6.293072827694257e-2
76755.802107	76760.802107	5	-4.783476736578969e-2
77189.442416	77194.442416	5	6.798351199086372e-2
77429.433877	77434.433877	5	4.820657243211907e-3
77669.508144	77674.508144	5	-6.500756881782031e-2
77909.560053	77914.560053	5	8.885861641933644e-2
78149.589592	78154.589592	5	-7.94672384111833e-2
78389.573604	78394.573604	5	-1.0389694573914096e-2
78629.64654	78634.64654	5	9.49423885193985e-2
78869.743707	78874.743707	5	-6.535722898909758e-2
79109.698302	79114.698302	5	9.128451428638877e-2
79349.758287	79354.758287	5	3.637272157621867e-2
79589.797381	79594.797381	5	-5.74323767929879e-3
79829.850272	79834.850272	5	3.200359782949174e-3
80069.907444	80074.907444	5	-7.941396797062224e-2
80309.875657	80314.875657	5	-1.8097122390311474e-2
80549.930914	80554.930914	5	-3.51291228633209e-2
80790.007805	80795.007805	5	4.4862485454618586e-2
81029.979132	81034.979132	5	-2.486139475946813e-2
81270.045101	81275.045101	5	-2.707979051095429e-2
81510.132828	81515.132828	5	9.896146517688444e-2
